 ## Time[ps]  Epot[eV]  Etot[eV]  Ekin[eV]  <Edelta>  <Etot>  <T[K]>
      2730.0000    -5596.50192   -5515.54796      80.95396        3.30572   -5514.48161     444.00662
      2740.0000    -5596.48386   -5515.14653      81.33733        3.30145   -5515.01870     442.19709
      2750.0000    -5596.40681   -5514.66972      81.73709        3.31768   -5512.97349     447.45279
      2760.0000    -5597.05743   -5516.44310      80.61433        3.31865   -5512.85142     447.83718
      2770.0000    -5595.74873   -5511.99168      83.75705        3.30315   -5514.80500     443.49430
      2780.0000    -5593.55571   -5507.98891      85.56679        3.35338   -5508.47385     457.96092
      2790.0000    -5594.13383   -5512.01135      82.12248        3.33151   -5511.23056     451.62733
      2800.0000    -5594.73122   -5512.13315      82.59807        3.33153   -5511.22819     452.36950
      2810.0000    -5596.90178   -5515.66941      81.23237        3.32473   -5512.08524     449.75599
      2820.0000    -5593.65848   -5511.57002      82.08846        3.32724   -5511.76814     449.88076
      2830.0000    -5591.98085   -5509.99862      81.98223        3.33421   -5510.89026     453.79031
      2840.0000    -5594.75986   -5509.51760      85.24227        3.35007   -5508.89057     458.78462
      2850.0000    -5595.20961   -5513.50143      81.70818        3.32602   -5511.92279     450.86698
      2860.0000    -5594.17026   -5511.61830      82.55196        3.32024   -5512.65059     448.63267
      2870.0000    -5597.70384   -5514.98452      82.71932        3.28914   -5516.57020     438.26446
      2880.0000    -5595.99287   -5512.94098      83.05189        3.31506   -5513.30352     446.22559
      2890.0000    -5591.59596   -5511.03994      80.55601        3.32775   -5511.70478     450.16233
      2900.0000    -5592.45714   -5509.01980      83.43733        3.33236   -5511.12371     451.47011
      2910.0000    -5596.09116   -5514.31957      81.77159        3.32659   -5511.85073     450.78818
      2920.0000    -5596.69841   -5513.04595      83.65246        3.31882   -5512.82945     448.28432
      2930.0000    -5591.79894   -5510.91949      80.87945        3.32794   -5511.67997     450.88262
      2940.0000    -5596.76555   -5515.93016      80.83539        3.30655   -5514.37606     444.40644
      2950.0000    -5595.79022   -5512.88639      82.90383        3.31840   -5512.88249     447.06378
      2960.0000    -5597.17958   -5513.99479      83.18479        3.32099   -5512.55605     449.40731
      2970.0000    -5595.27198   -5514.49445      80.77754        3.31831   -5512.89359     448.44879
      2980.0000    -5596.53919   -5514.18190      82.35729        3.29447   -5515.89942     440.54830
      2990.0000    -5596.24827   -5517.23833      79.00994        3.29488   -5515.84761     441.16983
      3000.0000    -5592.24317   -5510.98011      81.26306        3.33026   -5511.38769     451.19755
      3010.0000    -5583.98939   -5497.27332      86.71606        3.42673   -5499.22874     481.61783
      3020.0000    -5581.35961   -5490.48786      90.87176        3.46772   -5494.06274     494.94791
      3030.0000    -5578.25913   -5486.96178      91.29735        3.51594   -5487.98563     509.31336
      3040.0000    -5578.49678   -5483.38387      95.11291        3.50813   -5488.96966     507.36433
      3050.0000    -5581.60075   -5490.23192      91.36883        3.50272   -5489.65087     505.23611
      3060.0000    -5581.53183   -5492.21341      89.31842        3.48869   -5491.41968     501.97437
      3070.0000    -5580.59758   -5489.19905      91.39853        3.50427   -5489.45539     505.60862
      3080.0000    -5583.38833   -5492.29344      91.09489        3.49317   -5490.85550     502.46582
      3090.0000    -5587.18884   -5499.49606      87.69278        3.43251   -5498.49997     485.56111
      3100.0000    -5580.23646   -5487.92516      92.31130        3.46952   -5493.83633     496.17207
      3110.0000    -5581.47404   -5490.79975      90.67429        3.50247   -5489.68279     506.94108
      3120.0000    -5583.34379   -5490.73919      92.60461        3.48687   -5491.64938     503.45854
      3130.0000    -5582.85988   -5488.84273      94.01716        3.50885   -5488.87912     510.85825
      3140.0000    -5584.35901   -5488.32015      96.03886        3.47547   -5493.08569     499.52063
      3150.0000    -5584.03273   -5489.59742      94.43531        3.48770   -5491.54382     503.53035
      3160.0000    -5584.41809   -5491.48083      92.93726        3.49529   -5490.58741     505.55291
      3170.0000    -5583.06032   -5490.50445      92.55587        3.49563   -5490.54448     505.37322
      3180.0000    -5583.31234   -5492.17494      91.13740        3.48655   -5491.68892     501.22241
      3190.0000    -5582.89026   -5493.76311      89.12715        3.45797   -5495.29138     494.15861
      3200.0000    -5585.22899   -5492.62319      92.60579        3.46678   -5494.18074     498.28183
