 ## Time[ps]  Epot[eV]  Etot[eV]  Ekin[eV]  <Edelta>  <Etot>  <T[K]>
      2340.0000    -4646.33511   -4490.59975     155.73536        6.41869   -4486.12065     843.55861
      2350.0000    -4664.03472   -4498.10691     165.92781        6.39259   -4489.41092     880.38643
      2360.0000    -4675.83250   -4518.64738     157.18512        6.23817   -4508.87351     874.66646
      2370.0000    -4694.35905   -4537.04814     157.31091        6.09192   -4527.30643     854.34491
      2380.0000    -4687.84006   -4528.99490     158.84515        6.04109   -4533.71319     851.70270
      2390.0000    -4687.47117   -4532.51698     154.95419        6.06152   -4531.13862     858.94735
      2400.0000    -4693.43813   -4542.77222     150.66591        6.01812   -4536.60773     848.55944
      2410.0000    -4694.32106   -4546.30719     148.01388        5.94816   -4545.42636     827.22653
      2420.0000    -4691.43880   -4536.77447     154.66433        5.95517   -4544.54274     829.45352
      2430.0000    -4690.12232   -4535.65505     154.46727        6.03935   -4533.93307     853.87308
      2440.0000    -4691.75522   -4535.47893     156.27628        6.00882   -4537.78061     840.39965
      2450.0000    -4688.45966   -4531.85619     156.60348        6.04496   -4533.22586     855.88313
      2460.0000    -4694.87574   -4540.60614     154.26961        6.01930   -4536.45924     850.85916
      2470.0000    -4698.82444   -4548.69200     150.13243        5.99535   -4539.47801     844.00514
      2480.0000    -4695.66794   -4541.60242     154.06552        5.98074   -4541.32025     842.94643
      2490.0000    -4692.45337   -4537.54455     154.90882        6.03371   -4534.64293     860.22402
      2500.0000    -4688.90460   -4533.11223     155.79237        6.03499   -4534.48255     861.54256
      2510.0000    -4689.57719   -4538.74321     150.83398        6.03266   -4534.77549     858.41428
      2520.0000    -4694.34275   -4535.27512     159.06763        6.04182   -4533.62080     859.54701
      2530.0000    -4693.48368   -4539.55749     153.92619        6.00451   -4538.32310     854.24063
      2540.0000    -4689.80638   -4526.55614     163.25024        6.06469   -4530.73835     866.26917
      2550.0000    -4688.24005   -4529.86950     158.37055        6.03569   -4534.39344     864.30777
      2560.0000    -4696.47782   -4540.53544     155.94238        6.00736   -4537.96479     852.88822
      2570.0000    -4698.49977   -4539.72548     158.77429        6.00816   -4537.86342     851.29476
      2580.0000    -4689.29675   -4537.97181     151.32494        5.98368   -4540.94867     843.37986
      2590.0000    -4694.45276   -4541.23426     153.21850        6.00424   -4538.35814     848.72036
      2600.0000    -4694.76893   -4540.11911     154.64983        6.01443   -4537.07337     848.89503
      2610.0000    -4691.97077   -4535.17022     156.80055        6.02933   -4535.19595     854.39695
      2620.0000    -4694.93600   -4547.94104     146.99497        6.01073   -4537.53951     853.98925
      2630.0000    -4692.81580   -4541.43424     151.38155        5.93505   -4547.07898     836.03190
      2640.0000    -4694.56369   -4538.51073     156.05296        5.96913   -4542.78284     843.32915
      2650.0000    -4687.32762   -4528.06602     159.26161        6.04394   -4533.35397     862.36473
      2660.0000    -4689.40763   -4531.42430     157.98333        6.03948   -4533.91665     863.92795
      2670.0000    -4699.02663   -4542.77603     156.25059        6.03575   -4534.38658     862.33147
      2680.0000    -4694.51988   -4540.66674     153.85314        5.96107   -4543.79902     841.15340
      2690.0000    -4702.37818   -4544.72340     157.65478        6.00376   -4538.41851     855.51782
      2700.0000    -4698.55921   -4541.48403     157.07518        5.94249   -4546.14031     842.48368
      2710.0000    -4701.35578   -4545.01536     156.34042        5.96839   -4542.87656     846.46728
      2720.0000    -4695.24729   -4539.89180     155.35548        5.96894   -4542.80695     846.59760
      2730.0000    -4701.04729   -4541.92822     159.11906        6.00960   -4537.68270     857.84934
      2740.0000    -4702.21432   -4551.12660     151.08772        5.95199   -4544.94367     844.55370
      2750.0000    -4697.52400   -4540.57202     156.95198        5.95014   -4545.17700     842.11931
      2760.0000    -4697.57806   -4543.40879     154.16927        6.00993   -4537.64022     856.41539
      2770.0000    -4700.48028   -4538.42356     162.05673        5.99554   -4539.45389     850.53949
      2780.0000    -4697.62192   -4539.87582     157.74610        6.02152   -4536.18001     858.90776
      2790.0000    -4688.07052   -4536.87014     151.20037        6.01045   -4537.57555     855.64398
      2800.0000    -4697.43572   -4539.62103     157.81469        5.99734   -4539.22785     850.89015
      2810.0000    -4696.72980   -4539.42119     157.30861        5.99653   -4539.32980     853.30145
      2820.0000    -4692.22400   -4537.19168     155.03232        6.02147   -4536.18643     859.43003
      2830.0000    -4689.80885   -4528.46653     161.34231        6.07351   -4529.62654     875.04118
      2840.0000    -4688.33941   -4529.12972     159.20968        6.05463   -4532.00699     867.59919
      2850.0000    -4691.12459   -4533.99039     157.13420        6.03279   -4534.75960     860.37107
      2860.0000    -4692.41625   -4538.38858     154.02767        6.01191   -4537.39056     855.38189
      2870.0000    -4695.11255   -4539.16970     155.94285        6.01299   -4537.25525     855.07880
      2880.0000    -4698.29464   -4539.21794     159.07670        5.98896   -4540.28322     848.49366
      2890.0000    -4699.58160   -4542.84143     156.74017        6.00746   -4537.95192     850.08967
      2900.0000    -4694.11895   -4536.25717     157.86178        5.99154   -4539.95834     851.83055
      2910.0000    -4696.28261   -4544.76495     151.51766        6.00826   -4537.85110     852.67387
      2920.0000    -4689.91575   -4533.38957     156.52618        6.00457   -4538.31609     852.63318
      2930.0000    -4691.18954   -4531.93486     159.25468        6.07665   -4529.23117     868.90650
      2940.0000    -4692.24102   -4540.61302     151.62799        6.01494   -4537.00960     855.79054
      2950.0000    -4699.86507   -4544.23798     155.62709        5.99538   -4539.47388     854.19529
      2960.0000    -4690.71861   -4531.95905     158.75957        5.99682   -4539.29234     853.21994
