 ## Time[ps]  Epot[eV]  Etot[eV]  Ekin[eV]  <Edelta>  <Etot>  <T[K]>
      2340.0000    -4089.61356   -3935.48662     154.12693        5.84711   -3930.55630     843.28926
      2350.0000    -4074.34987   -3918.39217     155.95770        5.88095   -3926.29071     845.75512
      2360.0000    -4085.17841   -3930.97145     154.20695        5.88935   -3925.23217     845.97026
      2370.0000    -4085.73580   -3929.92540     155.81041        5.85222   -3929.91214     844.10597
      2380.0000    -4084.44764   -3927.12863     157.31901        5.88318   -3926.01031     848.79232
      2390.0000    -4083.37620   -3927.78205     155.59414        5.85922   -3929.03024     843.12255
      2400.0000    -4081.59076   -3928.68126     152.90950        5.86730   -3928.01129     848.03783
      2410.0000    -4092.67046   -3936.84131     155.82915        5.84465   -3930.86686     844.35401
      2420.0000    -4082.42427   -3930.55241     151.87186        5.82494   -3933.35093     835.62362
      2430.0000    -4080.61061   -3928.01487     152.59574        5.87916   -3926.51637     854.03183
      2440.0000    -4090.94240   -3937.93387     153.00854        5.81683   -3934.37229     841.13727
      2450.0000    -4077.30181   -3927.80040     149.50141        5.83873   -3931.61196     843.44618
      2460.0000    -4079.89613   -3923.57227     156.32386        5.85839   -3929.13447     845.18332
      2470.0000    -4088.47964   -3939.93461     148.54502        5.85300   -3929.81424     848.99280
      2480.0000    -4078.13947   -3924.46620     153.67327        5.87939   -3926.48778     850.98198
      2490.0000    -4077.18826   -3917.49044     159.69782        5.91215   -3922.35843     859.53686
      2500.0000    -4079.61883   -3921.94796     157.67087        5.92335   -3920.94651     861.71284
      2510.0000    -4085.63215   -3928.78964     156.84250        5.89066   -3925.06751     859.51943
      2520.0000    -4088.19267   -3936.95262     151.24005        5.84037   -3931.40551     845.85960
      2530.0000    -4090.58714   -3932.85848     157.72866        5.80403   -3935.98556     836.62510
      2540.0000    -4077.95801   -3919.58291     158.37510        5.91132   -3922.46388     856.21965
      2550.0000    -4077.54206   -3918.94816     158.59391        5.94197   -3918.59966     860.06169
      2560.0000    -4082.28173   -3922.23083     160.05090        5.94424   -3918.31405     859.33120
      2570.0000    -4070.72653   -3918.74872     151.97781        5.94556   -3918.14780     858.21346
      2580.0000    -4084.83122   -3918.54419     166.28703        5.91744   -3921.69139     858.24282
      2590.0000    -4080.53241   -3928.08690     152.44551        5.89593   -3924.40317     854.14337
      2600.0000    -4084.48925   -3928.56249     155.92676        5.86090   -3928.81759     840.20779
      2610.0000    -4082.21562   -3924.34234     157.87328        5.87661   -3926.83751     848.63660
      2620.0000    -4084.11125   -3929.31094     154.80031        5.89275   -3924.80428     848.05070
      2630.0000    -4080.56699   -3925.49735     155.06964        5.81549   -3934.54122     825.74720
      2640.0000    -4087.66490   -3933.31415     154.35074        5.85672   -3929.34517     841.77542
      2650.0000    -4081.78565   -3923.71706     158.06860        5.86036   -3928.88560     839.02652
      2660.0000    -4077.31162   -3915.53468     161.77694        5.89685   -3924.28741     850.18842
      2670.0000    -4088.26052   -3927.97703     160.28349        5.92896   -3920.23959     857.50228
      2680.0000    -4088.33070   -3929.17179     159.15890        5.82969   -3932.75149     835.49622
      2690.0000    -4077.05089   -3917.95368     159.09721        5.91148   -3922.44248     856.58963
      2700.0000    -4079.77967   -3921.88335     157.89631        5.93169   -3919.89639     857.20637
      2710.0000    -4069.13693   -3917.10043     152.03650        5.88550   -3925.71748     846.97241
      2720.0000    -4087.50512   -3924.93004     162.57508        5.92452   -3920.79964     854.56521
      2730.0000    -4080.38866   -3927.74506     152.64360        5.89646   -3924.33642     846.13514
      2740.0000    -4084.92514   -3932.45492     152.47022        5.84959   -3930.24403     842.72097
      2750.0000    -4079.96909   -3926.01832     153.95077        5.85306   -3929.80583     842.72815
      2760.0000    -4084.58476   -3923.63525     160.94951        5.93638   -3919.30445     861.86658
      2770.0000    -4084.41897   -3927.71569     156.70328        5.89884   -3924.03651     851.82270
      2780.0000    -4083.66672   -3926.01102     157.65570        5.88097   -3926.28845     843.75407
      2790.0000    -4078.58603   -3923.46943     155.11660        5.91135   -3922.45984     851.52714
      2800.0000    -4077.35094   -3921.40791     155.94303        5.89756   -3924.19696     847.79106
      2810.0000    -4073.67941   -3925.24721     148.43220        5.91067   -3922.54546     855.49865
      2820.0000    -4083.90176   -3930.48007     153.42170        5.91422   -3922.09769     860.85486
      2830.0000    -4078.25231   -3922.94005     155.31227        5.90424   -3923.35593     860.67288
      2840.0000    -4081.62935   -3920.36260     161.26675        5.89355   -3924.70300     852.70504
      2850.0000    -4077.71152   -3924.32268     153.38884        5.91420   -3922.10077     856.18225
      2860.0000    -4072.57718   -3920.49743     152.07975        5.90972   -3922.66450     851.97945
      2870.0000    -4081.88598   -3929.20148     152.68450        5.88499   -3925.78169     848.40033
      2880.0000    -4077.79933   -3919.00362     158.79571        5.88497   -3925.78380     847.06552
      2890.0000    -4090.07879   -3929.79768     160.28111        5.87567   -3926.95708     849.06613
      2900.0000    -4086.07704   -3929.79217     156.28486        5.85519   -3929.53795     847.32397
      2910.0000    -4089.62717   -3939.78661     149.84056        5.85971   -3928.96781     845.42278
      2920.0000    -4083.23381   -3929.67829     153.55552        5.84174   -3931.23253     842.46490
      2930.0000    -4083.83088   -3922.79569     161.03519        5.87491   -3927.05252     842.47593
      2940.0000    -4085.24136   -3936.30722     148.93414        5.82545   -3933.28610     838.45017
      2950.0000    -4083.39756   -3928.62064     154.77692        5.86867   -3927.83875     845.95555
      2960.0000    -4069.75235   -3912.52026     157.23209        5.93985   -3918.86798     860.55887
      2970.0000    -4091.54650   -3933.16098     158.38552        5.89587   -3924.41084     858.88567
      2980.0000    -4079.79466   -3928.64167     151.15298        5.83045   -3932.65561     838.26805
      2990.0000    -4079.17597   -3926.56687     152.60910        5.88040   -3926.36056     849.26124
      3000.0000    -4079.16676   -3925.26112     153.90564        5.91199   -3922.37853     854.14351
      3010.0000    -4097.07466   -3948.16224     148.91242        5.79044   -3937.69872     824.20880
      3020.0000    -4100.21069   -3949.57042     150.64028        5.64837   -3955.60522     792.33761
      3030.0000    -4098.60878   -3948.19082     150.41797        5.67996   -3951.62344     803.23496
      3040.0000    -4107.87288   -3959.27251     148.60037        5.66936   -3952.95947     804.85851
      3050.0000    -4096.35431   -3952.47766     143.87665        5.63641   -3957.11282     797.14260
      3060.0000    -4100.79907   -3955.82901     144.97007        5.63913   -3956.77023     798.11000
      3070.0000    -4098.68834   -3949.09760     149.59074        5.66347   -3953.70157     797.68768
      3080.0000    -4102.32530   -3954.96876     147.35654        5.65770   -3954.42952     805.55373
      3090.0000    -4107.73422   -3962.12796     145.60626        5.59876   -3961.85855     780.03102
      3100.0000    -4105.64236   -3955.95145     149.69091        5.62207   -3958.91943     790.86055
      3110.0000    -4105.97740   -3960.39853     145.57887        5.61884   -3959.32752     787.28663
      3120.0000    -4101.78216   -3955.23992     146.54225        5.61019   -3960.41683     789.21428
      3130.0000    -4095.53807   -3947.76638     147.77168        5.68379   -3951.14109     809.14536
      3140.0000    -4104.05035   -3952.60775     151.44261        5.66021   -3954.11320     799.75907
      3150.0000    -4100.49819   -3955.62927     144.86892        5.66622   -3953.35538     798.66858
      3160.0000    -4105.45990   -3958.54183     146.91807        5.63891   -3956.79709     790.98938
      3170.0000    -4092.08357   -3947.75117     144.33241        5.67463   -3952.29591     802.59085
      3180.0000    -4102.87167   -3955.23991     147.63176        5.70268   -3948.75963     806.14022
      3190.0000    -4097.73197   -3954.65069     143.08128        5.63862   -3956.83426     794.12888
      3200.0000    -4098.82751   -3959.12561     139.70190        5.66734   -3953.21388     800.21800
      3210.0000    -4104.55632   -3956.97036     147.58596        5.64263   -3956.32823     793.38821
      3220.0000    -4097.86432   -3951.56235     146.30197        5.65238   -3955.09930     790.14878
